,ratings,user,bookid
621,0,1,3389089
622,0,1,9742
623,0,1,27003
624,0,1,668
625,0,1,41868
626,0,1,41793
627,0,1,259028
628,0,1,345912
629,0,1,9854
630,0,1,50365
631,0,1,1105956
632,0,1,17780
633,0,1,64222
634,0,1,1617037
635,0,1,3621358
636,0,1,18891716
637,0,1,3829650
638,0,1,823
639,0,1,76852
640,0,1,354050
641,0,1,12067
642,0,1,18765
643,0,1,4191136
644,0,1,433567
645,0,1,4283645
646,0,1,472331
647,0,1,10959
648,0,1,166997
649,0,1,41506
650,0,1,341532
651,0,1,4866
652,0,1,102030
653,0,1,77507
654,0,1,34975
655,0,1,159178
656,0,1,6334
657,0,1,2615
658,0,1,19000
659,0,1,767171
660,0,1,8260364
661,0,1,383396
662,0,1,400019
663,0,1,92364
664,0,1,4365121
665,0,1,2845024
666,0,1,16121
667,0,1,1304344
668,0,1,6257535
669,0,1,6065215
670,0,1,6101138
671,0,1,159760
672,0,1,6242611
673,0,1,6277224
674,0,1,19809
675,0,1,7977385
676,0,1,7493
677,0,1,6326920
678,0,1,6342995
679,0,1,1707053
680,0,1,12111823
681,0,1,99219
682,0,1,6411016
683,0,1,408147
684,0,1,6411373
685,0,1,6419887
686,0,1,414001
687,0,1,38302
688,0,1,51291
689,0,1,6468251
690,0,1,1678664
691,0,1,6486483
692,0,1,6496815
693,0,1,13538873
694,0,1,6547865
695,0,1,6562380
696,0,1,6597651
697,0,1,22750073
698,0,1,6658783
699,0,1,6659874
700,0,1,6682430
701,0,1,514210
702,0,1,6719017
703,0,1,6732019
704,0,1,1111
705,0,1,32475
706,0,1,6902644
707,0,1,16130
708,0,1,1316
709,0,1,7015635
710,0,1,7039888
711,0,1,7132363
712,0,1,7141642
713,0,1,7148931
714,0,1,7157080
715,0,1,7268003
716,0,1,466878
717,0,1,9345
718,0,1,1203883
719,0,1,474621
720,0,1,7346787
721,0,1,486625
722,0,1,7495395
723,0,1,210817
724,0,1,7542136
725,0,1,7562764
726,0,1,7614793
727,0,1,7632329
728,0,1,7648967
729,0,1,7655974
730,0,1,10639
731,0,1,7723884
732,0,1,7830553
733,0,1,7935434
734,0,1,7954936
735,0,1,7997104
736,0,1,8138071
737,0,1,23801
738,0,1,8316125
739,0,1,8520610
740,0,1,17793936
741,0,1,8677247
742,0,1,8689913
743,0,1,8879516
744,0,1,8882247
745,0,1,514313
746,0,1,104342
747,0,1,9203287
748,0,1,94675
749,0,1,13585766
750,0,1,9534444
751,0,1,10872085
752,0,1,9724238
753,0,1,9744812
754,0,1,9844623
755,0,1,47212
756,0,1,9895917
757,0,1,9926516
758,0,1,61886
759,0,1,1137635
760,0,1,10054335
761,0,1,10127019
762,0,1,178788
763,0,1,10256723
764,0,1,10265805
765,0,1,10281556
766,0,1,10335318
767,0,1,10419045
768,0,1,22333
769,0,1,10644930
770,0,1,10723236
771,0,1,10893214
772,0,1,22149
773,0,1,11093329
774,0,1,13543093
775,0,1,20926
776,0,1,11223441
777,0,1,1903880
778,0,1,11387515
779,0,1,11457105
780,0,1,11468377
781,0,1,8649
782,0,1,3892685
783,0,1,11830394
784,0,1,114737
785,0,1,11910905
786,0,1,11936279
787,0,1,12030438
788,0,1,175675
789,0,1,12796483
790,0,1,1591959
791,0,1,27485
792,0,1,16690
793,0,1,17557750
794,0,1,12727969
795,0,1,612532
796,0,1,2054
797,0,1,18881101
798,0,1,12983631
799,0,1,13009546
800,0,1,17372
801,0,1,613547
802,0,1,13152847
803,0,1,13163846
804,0,1,13187824
805,0,1,15017
806,0,1,13330922
807,0,1,45252
808,0,1,10884
809,0,1,13414742
810,0,1,13425570
811,0,1,78508
812,0,1,13528
813,0,1,27523
814,0,1,13531802
815,0,1,13543159
816,0,1,15704307
817,0,1,13549531
818,0,1,588138
819,0,1,13588356
820,0,1,13588394
821,0,1,13722902
822,0,1,14335237
823,0,1,10631
824,0,1,16158596
825,0,1,18144124
826,0,1,14843814
827,0,1,15793509
828,0,1,15796700
829,0,1,2203
830,0,1,15801967
831,0,1,15803037
832,0,1,13622134
833,0,1,31675326
834,0,1,5592
835,0,1,15849559
836,0,1,20821043
837,0,1,15894541
838,0,1,15897036
839,0,1,13529069
840,0,1,16041810
841,0,1,5183
842,0,1,16044969
843,0,1,16071764
844,0,1,46164
845,0,1,16158577
846,0,1,16160797
847,0,1,16171221
848,0,1,16174968
849,0,1,16233761
850,0,1,17130524
851,0,1,17208457
852,0,1,17236175
853,0,1,685401
854,0,1,17212231
855,0,1,17262366
856,0,1,17286699
857,0,1,3646
858,0,1,383350
859,0,1,17349201
860,0,1,17333324
861,0,1,17333428
862,0,1,248189
863,0,1,17370059
864,0,1,17554595
865,0,1,647
866,0,1,955045
867,0,1,17732292
868,0,1,2081374
869,0,1,915182
870,0,1,17707720
871,0,1,17343416
872,0,1,139069
873,0,1,17288661
874,0,1,19322250
875,0,1,908943
876,0,1,17910549
877,0,1,17986396
878,0,1,18050143
879,0,1,3353
880,0,1,18170143
881,0,1,908296
882,0,1,2603
883,0,1,18214414
884,0,1,641601
885,0,1,18656827
886,0,1,2601
887,0,1,2512
888,0,1,256566
889,0,1,18453086
890,0,1,19161852
891,0,1,18465875
892,0,1,18505802
893,0,1,18736925
894,0,1,649383
895,0,1,18633693
896,0,1,18635165
897,0,1,18662189
898,0,1,18667753
899,0,1,18667945
900,0,1,18668059
901,0,1,349419
902,0,1,7090
903,0,1,18693394
904,0,1,18693910
905,0,1,18775365
906,0,1,682768
907,0,1,24189224
908,0,1,19132221
909,0,1,141565
910,0,1,19583491
911,0,1,20897517
912,0,1,891224
913,0,1,20484662
914,0,1,20527133
915,0,1,888524
916,0,1,20821080
917,0,1,20949716
918,0,1,21413662
919,0,1,22591134
920,0,1,21806197
921,0,1,190011
922,0,1,21856367
923,0,1,873993
924,0,1,22055137
925,0,1,23395719
926,0,1,905
927,0,1,25541028
928,0,1,668811
929,0,1,22609522
930,0,1,22749776
931,0,1,22738563
932,0,1,24113
933,0,1,8716
934,0,1,21474435
935,0,1,22544758
936,0,1,23002924
937,0,1,171921
938,0,1,23149647
939,0,1,44735
940,0,1,23168277
941,0,1,18423
942,0,1,24459855
943,0,1,168668
944,0,1,23214263
945,0,1,705170
946,0,1,1319
947,0,1,23677430
948,0,1,23848190
949,0,1,23848571
950,0,1,30422361
951,0,1,24396144
952,0,1,25319219
953,0,1,478
954,0,1,426682
955,0,1,25899336
956,0,1,25614523
957,0,1,25666050
958,0,1,25716722
959,0,1,25814544
960,0,1,29430012
961,0,1,25873887
962,0,1,25897720
963,0,1,33282947
964,0,1,26114127
965,0,1,26118426
966,0,1,26245038
967,0,1,26597296
968,0,1,26721984
969,0,1,26827093
970,0,1,27311335
971,0,1,27161156
972,0,1,809849
973,0,1,27209130
974,0,1,798828
975,0,1,27833614
976,0,1,31428717
977,0,1,28251002
978,0,1,541132
979,0,1,28259132
980,0,1,28260567
981,0,1,28363972
982,0,1,28503628
983,0,1,28876
984,0,1,96884
985,0,1,28820024
986,0,1,27539
987,0,1,29570143
988,0,1,33156573
989,0,1,83518
990,0,1,29905580
991,0,1,29939161
992,0,1,774321
993,0,1,30139664
994,0,1,30151122
995,0,1,30211956
996,0,1,30317415
997,0,1,8908
998,0,1,30334134
999,0,1,33571713
1000,0,1,30622471
1001,0,1,759945
1002,0,1,31184479
1003,0,1,32938155
1004,0,1,31580409
1005,0,1,31823677
1006,0,1,31850765
1007,0,1,32075825
1008,0,1,764832
1009,0,1,32197625
1010,0,1,32283423
1011,0,1,34082538
1012,0,1,32283133
1013,0,1,33859095
1014,0,1,32620335
1015,0,1,32895535
1016,0,1,21704
1017,0,1,33503613
1018,0,1,33517540
1019,0,1,33585392
1020,0,1,10883
1021,0,1,34017076
1022,0,1,34376059
1023,0,1,34427200
1024,0,1,34467031
1025,0,1,34684622
1026,0,1,34728667
1027,0,1,34890015
1028,0,1,34974754
1029,0,1,43691
1030,0,1,6440775
1031,0,1,35099161
1032,0,1,35510925
1033,0,1,35412097
1034,0,1,35968998
1035,0,1,40866
1036,0,1,37657741
1037,0,1,39669100
1038,0,1,38770021
1039,5,2,2595138
1040,5,2,227463
1041,5,2,84979
1042,5,2,1885
1043,5,2,18254
1044,5,2,5759
1045,5,2,968
1046,5,2,20898092
1047,5,2,10664113
1048,5,2,3764
1049,5,2,9549746
1050,5,2,6673172
1051,5,2,776457
1052,5,2,122
1053,5,2,168668
1054,5,2,355697
1055,5,2,3758
1056,5,2,12996
1057,5,2,14050
1058,5,2,1067
1059,5,2,234225
1060,5,2,89691
1061,5,2,7190
1062,5,2,4214
1063,5,2,10374068
1064,5,2,3
1065,5,2,6148028
1066,5,2,13496
1067,4,2,1472878
1068,4,2,37190
1069,4,2,2052
1070,4,2,10917
1071,4,2,6463967
1072,4,2,2315264
1073,4,2,6534
1074,4,2,13497
1075,4,2,981161
1076,4,2,30003
1077,4,2,427475
1078,4,2,2767052
1079,4,2,960
1080,4,2,5060378
1081,4,2,12
1082,4,2,7677839
1083,4,2,73127
1084,4,2,8804878
1085,4,2,12600138
1086,4,2,40745
1087,4,2,11529868
1088,4,2,33507
1089,3,2,1540
1090,3,2,3233856
1091,3,2,3763
1092,3,2,387749
1093,3,2,6543
1094,0,2,22463
1095,0,2,5043
1096,0,2,28187
1097,0,2,19374
1098,0,2,2429135
1099,0,2,39000
1100,0,2,12296
1101,0,2,41591
1102,0,2,5572634
1103,0,2,1934
1104,0,2,7171637
1105,0,2,577537
1106,0,2,211099
1107,0,2,7094339
1108,0,2,14865
1109,0,2,7801229
1110,0,2,13537979
1111,0,2,18867711
1112,0,2,9361589
1113,0,2,69130
1114,0,2,11873007
1115,0,2,24241
1116,0,2,19286609
1117,0,2,20930812
1118,0,2,23301450
1119,0,2,25663888
1120,5,3,40
1121,5,3,18007564
1122,5,3,11084145
1123,5,3,2998152
1124,5,3,2485075
1125,5,3,1078
1126,5,3,8844
1127,5,3,61535
1128,5,3,838125
1129,5,3,19373802
1130,5,3,16115612
1131,5,3,43245
1132,5,3,3180187
1133,5,3,258800
1134,4,3,43244
1135,4,3,1633
1136,4,3,4514
1137,4,3,43235
1138,4,3,776
1139,4,3,148050
1140,4,3,1981704
1141,4,3,563
1142,4,3,335813
1143,4,3,35289
1144,4,3,46084
1145,3,3,22435
1146,3,3,3315855
1147,3,3,792
1148,3,3,1014
1149,3,3,765567
1150,3,3,4739
1151,3,3,1960593
1152,3,3,222636
1153,3,3,4623
1154,3,3,43236
1155,3,3,43240
1156,3,3,2946249
1157,3,3,1391267
1158,2,3,3139927
1159,2,3,1216659
1160,2,3,41870
1161,2,3,553
1162,2,3,1300228
1163,1,3,43239
1164,1,3,493354
1165,0,3,19173642
1166,0,3,17262203
1167,0,3,16130549
1168,0,3,15843172
1169,0,3,17262134
1170,0,3,17571007
1171,0,3,18295861
1172,0,3,21418013
1173,0,3,23618065
1174,5,4,815985
1175,5,4,773276
1176,5,4,11345770
1177,5,5,34040
1178,5,5,5102
1179,5,5,10222
1180,5,5,10365
1181,5,5,1151567
1182,5,5,3331
1183,5,5,3150
1184,5,5,3644
1185,5,5,36371903
1186,5,5,9653
1187,5,5,2904210
1188,5,5,142086
1189,5,5,41363
1190,5,5,33863667
1191,5,5,674749
1192,5,5,822338
1193,5,5,28818350
1194,5,5,28699343
1195,5,5,7242397
1196,5,5,655
1197,5,5,50
1198,5,5,77770
1199,5,5,25899336
1200,5,5,23359966
1201,5,5,24001087
1202,5,5,2804
1203,5,5,10975
1204,5,5,1151568
1205,5,5,3143
1206,5,5,3146
1207,5,5,3151
1208,5,5,3480
1209,5,5,3711
1210,5,5,22823462
1211,5,5,37909
1212,5,5,24583
1213,5,5,5933
1214,5,5,37914
1215,5,5,18595409
1216,5,5,7243
1217,5,5,781787
1218,5,5,22115809
1219,5,5,8068
1220,5,5,9193
1221,5,5,32929
1222,5,5,9230
1223,5,5,9240
1224,5,5,18143977
1225,5,5,1213135
1226,5,5,1087117
1227,5,5,7053532
1228,5,5,787540
1229,5,5,16115612
1230,5,5,46199
1231,5,5,99664
1232,5,5,13641387
1233,5,5,13637360
1234,5,5,5659
1235,5,5,2052
1236,5,5,3562
1237,5,5,6319
1238,5,5,13586873
1239,5,5,13586707
1240,5,5,13526269
1241,5,5,13429746
1242,5,5,13414676
1243,5,5,7190
1244,5,5,15507958
1245,5,5,7607
1246,5,5,24051
1247,5,5,24054
1248,5,5,24137
1249,5,5,774576
1250,5,5,13526165
1251,5,5,13050383
1252,5,5,31314
1253,5,5,10964693
1254,5,5,29544
1255,5,5,23919
1256,5,5,30132
1257,5,5,10585025
1258,5,5,10482375
1259,5,5,6727
1260,5,5,1033120
1261,5,5,10478031
1262,5,5,1300866
1263,5,5,156538
1264,5,5,35339
1265,5,5,35706
1266,5,5,1129939
1267,5,5,33514
1268,5,5,37272
1269,5,5,23856
1270,5,5,10443179
1271,5,5,3788
1272,5,5,10054335
1273,5,5,10037
1274,5,5,11036895
1275,5,5,9709934
1276,5,5,3008
1277,5,5,5148
1278,5,5,23426
1279,5,5,42384
1280,5,5,43132
1281,5,5,43138
1282,5,5,43141
1283,5,5,8988888
1284,5,5,19307
1285,5,5,8235404
1286,5,5,44866
1287,5,5,59716
1288,5,5,32923
1289,5,5,10836813
1290,5,5,6625222
1291,5,5,104263
1292,5,5,7362158
1293,5,5,7360523
1294,5,5,50725
1295,5,5,7331435
1296,5,5,58654
1297,5,5,6150
1298,5,5,12985
1299,5,5,77764
1300,5,5,7091370
1301,5,5,543164
1302,5,5,7061619
1303,5,5,774597
1304,5,5,6705653
1305,5,5,6559778
1306,5,5,9809
1307,5,5,6480781
1308,5,5,8213519
1309,5,5,6418815
1310,5,5,6407014
1311,5,5,31122
1312,5,5,102565
1313,5,5,543167
1314,5,5,6314763
1315,5,5,27457
1316,5,5,44905
1317,5,5,77995
1318,5,5,78078
1319,5,5,685447
1320,5,5,11035
1321,5,5,48132
1322,5,5,6517
1323,5,5,6862
1324,5,5,1226
1325,5,5,4197
1326,5,5,865
1327,5,5,4667024
1328,5,5,10799
1329,5,5,223681
1330,5,5,488884
1331,5,5,24058
1332,5,5,9624
1333,5,5,3087
1334,5,5,9717
1335,5,5,1140753
1336,5,5,92230
1337,5,5,48
1338,5,5,108182
1339,5,5,907272
1340,5,5,6327
1341,5,5,36511814
1342,5,5,4687
1343,5,5,3776
1344,5,5,6667
1345,5,5,460548
1346,5,5,3645
1347,5,5,48461
1348,5,5,11320
1349,5,5,1527776
1350,5,5,3596452
1351,5,5,39034
1352,5,5,5507
1353,5,5,128155
1354,5,5,6988014
1355,5,5,9804
1356,5,5,930
1357,5,5,3565
1358,5,5,2255
1359,5,5,8127
1360,5,5,8600
1361,5,5,4069
1362,5,5,87714
1363,5,5,144187
1364,5,5,141931
1365,5,5,141935
1366,5,5,13039
1367,5,5,1021634
1368,5,5,9822
1369,5,5,39926
1370,5,5,1381
1371,5,5,14891
1372,5,5,6690
1373,5,5,53240
1374,5,5,28921
1375,5,5,8947
1376,5,5,32901
1377,5,5,903
1378,5,5,11994
1379,5,5,564830
1380,5,5,179538
1381,5,5,38747
1382,5,5,98906
1383,5,5,3276669
1384,5,5,3156
1385,5,5,162932
1386,5,5,3276667
1387,5,5,3412
1388,5,5,1165806
1389,5,5,5439
1390,5,5,23422
1391,5,5,168560
1392,5,5,61
1393,5,5,93
1394,5,5,874
1395,5,5,819044
1396,5,5,176353
1397,5,5,77554
1398,5,5,177335
1399,5,5,178186
1400,5,5,2956
1401,5,5,325421
1402,5,5,179237
1403,5,5,297673
1404,5,5,4009
1405,5,5,423177
1406,5,5,179261
1407,5,5,179287
1408,5,5,5297
1409,5,5,179370
1410,5,5,815985
1411,5,5,1860392
1412,5,5,179645
1413,5,5,49628
1414,5,5,128029
1415,5,5,61549
1416,5,5,428080
1417,5,5,1450966
1418,5,5,3867
1419,5,5,1420
1420,5,5,1624
1421,5,5,774600
1422,5,5,774557
1423,5,5,543163
1424,5,5,8852
1425,5,5,768354
1426,5,5,531445
1427,5,5,24057
1428,5,5,3102
1429,5,5,32570572
1430,5,5,37913
1431,5,5,48131
1432,5,5,1431778
1433,5,5,1938441
1434,5,5,24283
1435,5,5,228333
1436,5,5,29044
1437,5,5,3163933
1438,5,5,179579
1439,5,5,2998
1440,5,5,6059513
1441,5,5,110590
1442,5,5,7141148
1443,5,5,7578
